,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Era
33,Bob Dylan,Nashville Skyline,"Lay, Lady, Lay",4uYwlMp841PLJmj1gJJwIq,0.52,0.179,11,-21.976,0,0.0454,0.00344,0.131,0.407,155.746,197093,4,60
34,Marvin Gaye,In The Groove,I Heard It Through The Grapevine,1tqT6DhmsrtQgyCKUwotiw,0.711,0.362,3,-10.851,0,0.0381,0,0.127,0.616,117.287,194293,4,60
35,Procol Harum,A Whiter Shade Of Pale,A Whiter Shade Of Pale,3qitymULqEibr7yknRMKU4,0.249,0.66,0,-6.905,1,0.0342,0.0026,0.0891,0.435,149.813,248947,4,60
36,Roy Orbison,"Oh, Pretty Woman","Oh, Pretty Woman",48i055G1OT5KxGGftwFxWy,0.619,0.603,9,-9.481,1,0.0342,0,0.0721,0.958,127.432,178933,4,60
37,The Band,Music From Big Pink (Expanded Edition),The Weight - Remastered,0sDqo9UPzPUtu9wEkI3zRB,0.63,0.519,9,-10.997,1,0.0528,4.3e-06,0.0974,0.502,143.942,278627,4,60
38,Stevie Wonder,For Once In My Life,For Once In My Life,2yNWwardt8VzlpNBWrGYD6,0.566,0.482,6,-13.047,1,0.0411,0,0.269,0.856,109.046,170600,4,60
39,Stone Poneys,"Evergreen, Vol.2",Different Drum,3k63RLvRgkgPGx0keOH3P6,0.46,0.389,0,-11.603,1,0.031,0,0.0533,0.606,123.213,159973,4,60
40,The Drifters,Under The Boardwalk,Under the Boardwalk,65jrjEhWfAvysKfnojk1i0,0.747,0.226,7,-13.635,1,0.0415,0.000168,0.107,0.778,123.789,161960,4,60
41,Herb Alpert & The Tijuana Brass,The Beat Of The Brass,This Guy's In Love With You,7a3g7jILDCvADVN9NQIyYj,0.635,0.167,1,-12.998,1,0.0403,0.000999,0.213,0.246,83.768,239733,4,60
42,The Supremes,Where Did Our Love Go: 40th Anniversary Edition,Where Did Our Love Go - Stereo Version,6yz8hKpO3s2byra8Et3w9x,0.562,0.54,0,-7.875,1,0.0365,3.86e-06,0.106,0.793,134.676,151440,4,60
43,Frank Sinatra,The World We Knew,Somethin' Stupid,3cVWNLd0uEHkc2tnBoE3Ay,0.262,0.328,4,-12.897,1,0.0376,0,0.227,0.533,207.074,162493,4,60
44,Sam Cooke,The Best of Sam Cooke,Cupid - Remastered,5Iev69m1Jnf7oc79VvPjpd,0.485,0.433,7,-10.503,1,0.0342,0,0.0861,0.825,120.471,158014,4,60
45,The Beatles,Abbey Road (Remastered),Here Comes The Sun - Remastered,45yEy5WJywhJ3sDI28ajTm,0.557,0.54,9,-10.484,1,0.0347,0.00248,0.179,0.394,129.171,185733,4,60
46,Petula Clark,Les Plus Grands Succès De Petula Clark,Downtown,0hgWgToJgb7O1tT12YWRCz,0.495,0.629,4,-6.817,1,0.0431,0,0.164,0.545,118.515,183120,4,60
47,Roy Orbison,The Ultimate Collection,Only the Lonely (Know the Way I Feel),2YDfRJp5Hth6K2pHXdHNZt,0.564,0.521,5,-10.792,1,0.028,0.00133,0.189,0.961,123.276,145240,4,60
48,Creedence Clearwater Revival,Bayou Country (40th Anniversary Edition),Proud Mary,6mv76kovZyVB0UHbqUsee0,0.699,0.641,2,-7.564,1,0.0289,0.000218,0.0601,0.728,120.745,187213,4,60
49,Simon & Garfunkel,Bookends,America,6dfhF1BDGmhM69fnCb6wSC,0.259,0.241,2,-15.955,1,0.042,6.62e-06,0.0849,0.275,178.453,215293,3,60
50,The Kinks,Something Else By The Kinks (Bonus Track Edition),Waterloo Sunset - Stereo Mix,6i6vTovzDTGf6AQp96YwZK,0.517,0.692,1,-7.273,0,0.0246,0,0.172,0.476,107.958,193293,4,60
51,Elvis Presley,Elvis (Fool),Burning Love,7zMUCLm1TN9o9JlLISztxO,0.66,0.748,2,-11.206,1,0.0284,0.00585,0.283,0.972,143.549,170293,4,60
52,The Beach Boys,Pet Sounds (Original Mono & Stereo Mix Versions),Wouldn't It Be Nice - Remastered,2CQRYn5cTD2B9a1ONjhTN2,0.396,0.686,5,-5.607,1,0.0341,1.04e-06,0.17,0.717,124.318,145800,4,60
53,Bee Gees,"Best Of Bee Gees, Vol. 1",Massachusetts (2008 Remastered LP Version),1mBPlknQe00PCd7R9g34ix,0.484,0.538,7,-9.218,1,0.0296,3.54e-05,0.0711,0.498,102.073,145573,4,60
54,Simon & Garfunkel,"Parsley, Sage, Rosemary And Thyme",The 59th Street Bridge Song,0eGl5p2TAYt76pqjEvQPa2,0.467,0.431,0,-13.274,0,0.0439,7.7e-06,0.0727,0.577,75.74,103560,4,60
55,Fleetwood Mac,The Pious Bird of Good Omen,Albatross - 2018 Remaster,3IKyTBHZSgCx2v1ZX8v0TZ,0.321,0.0631,6,-21.616,0,0.0351,0.83,0.141,0.264,135.605,191107,4,60
56,Roberta Flack,First Take,The First Time Ever I Saw Your Face,0SxFyA4FqmEQqZVuAlg8lf,0.311,0.0264,0,-21.644,1,0.037,0.00205,0.156,0.139,120.653,260666,4,60
57,Aretha Franklin,Lady Soul (With Bonus Selections),(You Make Me Feel Like) A Natural Woman,5K09WxKdlkroDyEVyOSySy,0.65,0.323,0,-8.698,1,0.0283,0,0.187,0.276,110.962,166973,3,60
58,Van Morrison,The Essential Van Morrison,Gloria (feat. Van Morrison) - Stereo Version,1DKyFVzIh1oa1fFnEmTkIl,0.641,0.703,9,-10.434,1,0.0518,0.00546,0.104,0.722,129.118,156800,4,60
59,Stevie Wonder,Down To Earth,A Place In The Sun,0tURbnatc9qCxlYpXuPK8I,0.561,0.447,1,-11.389,1,0.0544,0,0.319,0.729,117.784,172960,4,60
60,Four Tops,Gold (International Version),"Reach Out, I'll Be There",3zA42VIIrkVc2OkgUENTa5,0.619,0.472,3,-11.999,0,0.0296,0,0.168,0.777,119.569,174800,4,60
61,Diana Ross,Love And Life: The Very Best Of Diana Ross,You Can't Hurry Love,2mTjtdoxpffwa5rXVyZZaS,0.46,0.708,10,-9.835,1,0.0977,0,0.185,0.542,194.95,161613,4,60
62,Wilson Pickett,The Exciting Wilson Pickett,In the Midnight Hour,4Px3eyuChcQdX1GXytgxF2,0.75,0.444,4,-8.63,1,0.0403,3.69e-06,0.118,0.849,111.919,157160,4,60
63,The Drifters,Save the Last Dance for Me,Save the Last Dance for Me,391TUcoPonqYykPkSZ5Z9U,0.54,0.53,4,-10.583,1,0.0361,0,0.198,0.896,143.453,154960,4,60
64,The Isley Brothers,This Old Heart Of Mine,This Old Heart Of Mine (Is Weak For You),455HSLQfOn9vxG6UjzoTWw,0.632,0.59,5,-10.206,1,0.0305,0,0.24,0.953,130.287,172733,4,60
65,The 5th Dimension,The Essential Fifth Dimension,Aquarius/Let The Sunshine In (The Flesh Failures) [Remastered],4z7TuXkZm79m9vkPklnuqu,0.312,0.555,7,-10.05,1,0.0377,1.43e-06,0.084,0.491,118.235,290400,4,60
66,Jimmy Ruffin,Greatest Motown Hits,What Becomes Of The Brokenhearted,7Bvap2GAW2DAyZ7EVUJpMO,0.715,0.423,7,-12.663,0,0.0306,0,0.568,0.596,98.623,175693,4,60
67,Leonard Cohen,Songs Of Leonard Cohen,"So Long, Marianne",14CsqOaDkOkrZ49UJLtuOJ,0.543,0.395,9,-11.396,1,0.0267,4.24e-05,0.0961,0.231,94.872,340560,3,60
68,Louis Armstrong,Hello Louis - The Hit Years (1963-1969),What A Wonderful World,6Z5XZ8fjmWGbkdahOgreVe,0.273,0.373,5,-9.989,1,0.0341,0.000241,0.188,0.147,77.591,137467,4,60
69,Dionne Warwick,Close to You,What the World Needs Now Is Love,4GipxMgLhzh1cFW5U1HH6t,0.574,0.364,11,-9.672,0,0.0365,9.98e-06,0.137,0.398,112.094,190480,3,60
70,Various Artists,Chilled 60s,Both Sides Now,020D3XeiDAAfLQoxlOjRjs,0.352,0.3,8,-9.282,1,0.0301,0,0.1,0.295,58.686,195840,4,60
71,The Temptations,The Temptations Sing Smokey,My Girl,6jWkZvd1URGktyTTwcpPpB,0.579,0.419,0,-10.72,1,0.0346,0,0.0981,0.673,104.564,165000,4,60
72,Jackie Wilson,The Ultimate Jackie Wilson,(Your Love Keeps Lifting Me) Higher & Higher,4TBBPZks71c60whhq0PgdP,0.631,0.69,2,-6.676,1,0.0531,0,0.121,0.938,94.574,181067,4,60
73,Various Artists,Keep On Running,Gimme Some Lovin' - Single Mix,0g6UcrVsACnRJyTGX6uSHu,0.493,0.688,7,-8.143,1,0.0321,0.256,0.38,0.533,147.403,173973,4,60
74,Scott McKenzie,San Francisco,San Francisco (Be Sure to Wear Flowers in Your Hair) - Single Version,6vcNJUWtUPB0hKC6VbZriY,0.525,0.52,7,-11.725,1,0.0271,0.00569,0.111,0.523,112.554,178507,4,60
75,Peter Sarstedt,Playlist: The Best Of Peter Sarstedt,Where Do You Go To (My Lovely),2AvMA7gOOhQpDDUjBs89ap,0.408,0.436,0,-7.712,1,0.0345,1.72e-06,0.305,0.474,175.024,284707,3,60
76,Smokey Robinson & The Miracles,The Definitive Collection,The Tracks Of My Tears,7FwkoTz8Ic8C5YaE9XXGIU,0.486,0.474,7,-6.316,1,0.0277,0,0.219,0.703,96.417,174800,4,60
77,Bobbie Gentry,Ode To Billie Joe,Ode To Billie Joe,4FdDorlbJTVHcH3djLbIfn,0.637,0.189,7,-10.726,1,0.0471,0,0.0939,0.695,120.142,255002,4,60
78,The Rolling Stones,Hot Rocks (1964-1971),Honky Tonk Women - Mono Version,3RZMzCvYsmJ0u2ioKTOsmJ,0.562,0.779,7,-6.705,1,0.0592,0.0292,0.066,0.967,119.602,179387,4,60
79,Percy Sledge,When a Man Loves a Woman,When a Man Loves a Woman,0GVxSbigOiKlGfI30Uw00X,0.526,0.436,1,-6.02,1,0.0232,7.69e-06,0.118,0.286,96.903,175693,3,60
80,Various Artists,Pure... '60s,Everlasting Love,2Rp4qTPWa91ctCSq0pu3zv,0.5,0.595,4,-10.028,1,0.0383,0,0.487,0.813,120.52,181747,4,60
81,Frank Sinatra,Ultimate Sinatra,My Way,40tAOP3DPqmVD6L1h45Jp6,0.279,0.454,2,-7.733,1,0.0316,0,0.198,0.216,150.661,274933,4,60
82,José Feliciano,Mis Favoritas,Light My Fire,2wWdwNwfYiI7bSCGYtq0Un,0.479,0.546,4,-6.619,0,0.035,0.031,0.35,0.761,108.372,215133,4,60
83,Stevie Wonder,My Cherie Amour,"Yester-Me, Yester-You, Yesterday",0l9RGwc48deJ6j61KXAAvs,0.604,0.357,6,-11.419,1,0.0269,0,0.0927,0.638,100.721,185293,4,60
84,Roy Orbison,In Dreams,In Dreams,5YsyqcewwE0c1ukzHVciS3,0.495,0.435,0,-9.99,1,0.0286,0.00038,0.13,0.71,108.189,169160,4,60
85,The Everly Brothers,Walk Right Back: The Everly Brothers On Warner Bros. 1960-1969,Cathy's Clown,3VpET40k33lJhKY650zLXP,0.498,0.582,7,-8.961,1,0.0339,0,0.372,0.866,119.809,144013,4,60
86,The Ronettes,Be My Baby: The Very Best of The Ronettes,Be My Baby,2G2YzndIA6jeWFPBXhUjh5,0.511,0.769,4,-7.032,1,0.042,0,0.0921,0.818,129.657,160907,4,60
87,The Hollies,Greatest Hits,Bus Stop - 2003 Remaster,5FAp3UFF6q6XVZD6NYN0dD,0.602,0.73,4,-6.771,0,0.0363,0,0.0785,0.642,136.384,175867,4,60
88,The Shirelles,Tonight's The Night,Will You Love Me Tomorrow,7oYTK1C0Clz6MZiETSpFTS,0.539,0.406,0,-6.225,1,0.0261,5.1e-06,0.161,0.376,135.923,162960,4,60
89,Elvis Presley,"Elvis' Golden Records, Vol. 3",Are You Lonesome Tonight,6vXZs9rEQF7Nd6O8Ue7NrT,0.355,0.0922,7,-17.747,1,0.0515,0.000702,0.106,0.191,65.952,187027,3,60
90,Martha Reeves & The Vandellas,The Ultimate Collection: Martha Reeves & The Vandellas,Dancing In The Street - Single Version,32k7kVzz4SpmI7Q5xI856l,0.561,0.883,11,-1.737,0,0.0367,0.0305,0.112,0.749,126.203,160307,4,60
91,The Beatles,Beatles For Sale (Remastered),Eight Days A Week - Remastered 2009,1Dg4dFJr3HW7sbA7vPejre,0.652,0.583,9,-7.811,1,0.038,0,0.119,0.744,138.134,163600,4,60
92,Various Artists,Lost Hits Of The 60's (All Original Artists & Versions),Sukiyaki,6meIeOX3DHdaCnaNw67abE,0.415,0.359,7,-11.094,1,0.0334,6.53e-05,0.319,0.404,146.029,189520,4,60
93,Sly & The Family Stone,Stand,Everyday People - Single Version,4ZVZBc5xvMyV3WzWktn8i7,0.807,0.497,7,-10.656,1,0.0297,0.0323,0.043,0.765,114.523,141507,4,60
94,The Righteous Brothers,The Very Best Of The Righteous Brothers - Unchained Melody,Unchained Melody,1jFhnVoJkcB4lf9tT0rSZS,0.361,0.219,0,-16.553,1,0.0285,0,0.558,0.26,98.532,216267,3,60
95,Leonard Cohen,Songs Of Leonard Cohen,Suzanne,2L93TdW2GMue1H2zlkt30F,0.409,0.172,6,-16.44,0,0.0389,0.00112,0.111,0.352,132.151,229293,4,60
96,Dionne Warwick,Make Way For Dionne Warwick,Walk on By,3xsOtNxtBW0oTI1OWKAzTm,0.7,0.33,5,-9.027,1,0.0303,8.6e-05,0.136,0.524,98.605,178333,4,60
0,The Doobie Brothers,Toulouse Street,Listen to the Music,7Ar4G7Ci11gpt6sfH9Cgz5,0.645,0.598,1,-13.18,0,0.0335,3.53e-06,0.0721,0.913,105.929,227267,4,70
1,Carly Simon,No Secrets,You're so Vain,2DnJjbjNTV9Nd5NOa1KGba,0.659,0.678,0,-8.18,1,0.0313,6.69e-06,0.0784,0.647,106.186,258411,4,70
2,Elton John,Elton John,Your Song,38zsOOcu31XbbYj9BIPUF1,0.554,0.315,3,-11.028,1,0.0298,5.53e-06,0.101,0.325,128.157,241787,4,70
3,Supertramp,Even In The Quietest Moments,Give A Little Bit,6XUHsYE38CEbYunT983O9G,0.531,0.818,2,-5.358,1,0.0452,0.0096,0.263,0.471,90.767,248173,4,70
4,The Bellamy Brothers,Bellamy Brothers,Let Your Love Flow,064SVQsmWl5EF0zahmzkQk,0.679,0.553,3,-14.687,1,0.0316,7.16e-06,0.139,0.946,109.071,198760,4,70
5,Commodores,Commodores,Easy,1JQ6Xm1JrvHfvAqhl5pwaA,0.589,0.384,10,-15.075,0,0.0332,2.8e-05,0.0596,0.354,132.909,256427,4,70
6,Van Morrison,Moondance (Deluxe Edition),Moondance - 2013 Remaster,683b4ikwa62JevCjwrmfg6,0.606,0.282,9,-12.207,0,0.0339,8.3e-06,0.152,0.563,67.409,274040,4,70
7,Elton John,Rock Of The Westies,Don't Go Breaking My Heart,7HW5WIw7ZgZORCzUxv5gW5,0.729,0.844,5,-8.824,1,0.0344,2.87e-06,0.0604,0.777,131.459,275440,4,70
8,Fleetwood Mac,Rumours,Go Your Own Way - 2004 Remaster,07GvNcU1WdyZJq3XxP0kZa,0.583,0.947,5,-5.12,1,0.0378,0.00109,0.0679,0.803,135.448,223613,4,70
9,Bread,Baby I'm-a Want You,Everything I Own,52VIdyKqp1pJRSyUQaxKUA,0.365,0.338,2,-13.406,1,0.0322,0.0,0.104,0.446,79.241,187000,4,70
10,Simon & Garfunkel,Bridge Over Troubled Water,Cecilia,6QhXQOpyYvbpdbyjgAqKdY,0.755,0.876,0,-8.867,1,0.0362,5.17e-06,0.22,0.954,102.762,174827,4,70
11,Don McLean,American Pie,American Pie,1fDsrQ23eTAVFElUMaf38X,0.531,0.481,4,-11.709,0,0.06,0.0,0.0842,0.491,138.45,516893,4,70
12,Elton John,Honky Chateau,"Rocket Man (I Think It's Going To Be A Long, Long Time)",3gdewACMIVMEWVbyb8O9sY,0.601,0.532,10,-9.119,1,0.0286,6.25e-06,0.0925,0.341,136.571,281613,4,70
13,Gladys Knight & The Pips,Imagination (Expanded Edition),Midnight Train to Georgia,7MF7QAodbGzNYav5ZfIhAY,0.594,0.38,10,-12.059,0,0.0455,2.87e-05,0.1,0.446,92.004,279333,4,70
14,James Taylor,Sweet Baby James,Fire and Rain,3LcYYV9ozePfgYYmXv0P3r,0.611,0.35,5,-14.48,1,0.0356,7.84e-06,0.0844,0.36,76.064,200579,4,70
15,Yusuf / Cat Stevens,Tea For The Tillerman (Remastered),Wild World,6Xz7FeyE8HTP90HecgHV57,0.484,0.508,0,-9.308,1,0.0364,0.000791,0.0961,0.554,151.867,200173,4,70
16,Peter Gabriel,Peter Gabriel 1: Car (Remastered),Solsbury Hill,6vZZtivPrtpggT5SSXsYTy,0.678,0.631,11,-8.624,1,0.0301,0.000268,0.376,0.463,102.378,261560,1,70
17,Elton John,Madman Across The Water,Tiny Dancer,2TVxnKdb3tqe1nhQWwwZCO,0.414,0.428,0,-11.097,1,0.0278,0.000243,0.148,0.282,145.075,377093,4,70
18,Carole King,The Essential Carole King,It's Too Late,4etJ8NpS7YJ6vViV2UEJit,0.699,0.446,9,-12.719,0,0.0284,0.0054,0.177,0.788,104.243,233187,4,70
19,Stevie Wonder,Talking Book,You Are The Sunshine Of My Life,0n2pjCIMKwHSXoYfEbYMfX,0.519,0.46,11,-14.53,1,0.0688,5.97e-05,0.243,0.675,132.082,178200,4,70
20,Eric Clapton,Slowhand 35th Anniversary (Super Deluxe),Wonderful Tonight,6zC0mpGYwbNTpk9SKwh08f,0.572,0.214,7,-15.625,1,0.0293,0.129,0.125,0.485,95.542,225027,4,70
21,Eagles,Eagles (2013 Remaster),Take It Easy - 2013 Remaster,4yugZvBYaoREkJKtbG08Qr,0.575,0.67,7,-10.39,1,0.0318,4.95e-06,0.129,0.74,139.191,211578,4,70
22,Elton John,Goodbye Yellow Brick Road (Remastered / Deluxe Edition),Goodbye Yellow Brick Road - Remastered 2014,6Rvlwah55rEmg1ufhBz022,0.559,0.473,5,-7.712,1,0.0279,0.00141,0.154,0.397,121.227,192827,4,70
23,Joni Mitchell,Ladies of the Canyon,Big Yellow Taxi,6UkMcAA19lTdjs22jtB7o2,0.611,0.47,4,-9.135,1,0.0356,0.0,0.581,0.97,85.527,134800,4,70
24,Don McLean,American Pie,Vincent,0VNzEY1G4GLqcNx5qaaTl6,0.419,0.085,7,-19.387,1,0.0362,5.33e-06,0.34,0.458,91.509,243493,3,70
25,Simon & Garfunkel,Bridge Over Troubled Water,Bridge Over Troubled Water,6l8EbYRtQMgKOyc1gcDHF9,0.149,0.206,3,-13.888,1,0.0323,0.000649,0.115,0.264,79.764,293120,4,70
26,Frankie Valli & The Four Seasons,"December, 1963 (Oh, What a Night) / Slip Away","December, 1963 (Oh, What a Night)",4nuPrKithHbRJXuA9spwu4,0.729,0.6,1,-9.527,1,0.0255,7.86e-06,0.0382,0.964,104.414,201093,4,70
27,Various Artists,Radio Hits Of the '70s,I Can See Clearly Now,0oCT5rVvMdPPUm0bxG7yzT,0.683,0.53,2,-8.542,1,0.0601,7.43e-05,0.06,0.579,124.392,162653,4,70
28,Paul Simon,Still Crazy After All These Years,50 Ways to Leave Your Lover,6Qb7gtV6Q4MnUjSbkFcopl,0.815,0.372,7,-12.814,1,0.0752,0.000116,0.0767,0.293,101.684,217347,4,70
29,The Kinks,"Lola Versus Powerman and the Moneygoround, Pt. One",Lola - Coca Cola Version,0UAJH0k4k3slcE83a9UGCe,0.474,0.917,9,-4.19,1,0.0395,0.231,0.201,0.902,152.113,241040,4,70
30,Chicago,Chicago X,If You Leave Me Now,0KMGxYKeUzK9wc5DZCt3HT,0.429,0.564,11,-6.784,1,0.0268,0.000828,0.128,0.276,104.212,235373,4,70
31,Billy Joel,Piano Man (Legacy Edition),Piano Man,70C4NyhjD5OZUMzvWZ3njJ,0.331,0.55,0,-6.483,1,0.0272,3.96e-06,0.192,0.429,177.734,339000,3,70
32,ABBA,Arrival,"Knowing Me, Knowing You",46ou4l4zvrZMada0TgoVH9,0.55,0.741,2,-7.109,1,0.0299,3.72e-06,0.235,0.903,107.327,243893,4,70
33,Wings,Band On The Run (Standard),Band On The Run - Remastered 2010,1H4idkmruFoJBg1DvUv2tY,0.479,0.601,7,-8.806,1,0.0318,0.00142,0.11,0.669,124.966,313027,4,70
34,John Denver,Back Home Again,Annie's Song,5qxFudz7A6PGptviHsz4Yd,0.325,0.308,2,-11.503,1,0.0297,0.00603,0.441,0.447,147.117,178267,3,70
35,Van Morrison,Moondance,Into the Mystic - 2013 Remaster,3lh3iiiJeiBXHSZw6u0kh6,0.608,0.524,8,-10.266,1,0.0309,0.00254,0.115,0.797,86.204,205613,4,70
36,Elton John,Don't Shoot Me I'm Only The Piano Player,Crocodile Rock,6WCeFNVAXUtNczb7lqLiZU,0.621,0.8,4,-7.284,0,0.0344,1.51e-05,0.0591,0.968,149.91,235440,4,70
37,The Doobie Brothers,Minute By Minute,What a Fool Believes,2yBVeksU2EtrPJbTu4ZslK,0.758,0.378,8,-15.308,0,0.0449,0.0,0.049,0.985,120.736,223867,4,70
38,Exile,Greatest Hits,Kiss You All Over,3FGcQkWQlkeB82RdZwlw8V,0.741,0.267,0,-17.204,1,0.0285,0.000447,0.0987,0.497,102.428,214400,4,70
39,George Harrison,All Things Must Pass (Remastered),My Sweet Lord - 2014 Mix,0qdQUeKVyevrbKhAo0ibxS,0.537,0.701,1,-8.913,0,0.0335,0.0,0.0832,0.583,120.919,281227,4,70
40,America,Homecoming,Ventura Highway,4IU1RL4BKvFyXtbTwaHAvW,0.673,0.581,2,-10.205,1,0.029,0.000206,0.063,0.818,130.771,211387,4,70
41,Elton John,Goodbye Yellow Brick Road (Remastered / Deluxe Edition),Bennie And The Jets - Remastered 2014,0dBatXn1vVUl0jLgXRClwD,0.665,0.673,0,-7.95,1,0.0493,7.62e-06,0.497,0.779,132.642,322549,4,70
42,Wings,Wings At The Speed Of Sound (Archive Collection),Silly Love Songs - Remastered 2014,3uiMBldZ07pW0ySHDX5gzE,0.742,0.471,0,-10.767,1,0.0326,0.0903,0.284,0.815,124.95,354240,4,70
43,Janis Joplin,Pearl (Legacy Edition),Me and Bobby McGee,1IqFh00G2kvvMm8pRMpehA,0.453,0.464,2,-10.96,1,0.0431,5.96e-05,0.152,0.658,93.19,271333,4,70
44,Electric Light Orchestra,A New World Record,Livin' Thing,2hdNya0b6Cc2YJ8IyaQIWp,0.549,0.651,0,-7.097,1,0.0323,0.0,0.121,0.368,122.818,212307,4,70
45,Barry Manilow,Barry Manilow II,Mandy,6iXQrhhgBisdfvS34EMTZ3,0.308,0.464,10,-9.032,1,0.0279,2.49e-06,0.143,0.318,103.734,213333,4,70
46,Bill Withers,Still Bill,Lean on Me,3M8FzayQWtkvOhqMn2V4T2,0.619,0.22,0,-13.843,1,0.0667,1.19e-05,0.124,0.423,75.16,258835,4,70
47,Simon & Garfunkel,Bridge Over Troubled Water,The Boxer,76TZCvJ8GitQ2FA1q5dKu0,0.439,0.488,11,-14.464,1,0.0615,0.000339,0.16,0.629,93.017,308520,4,70
48,Creedence Clearwater Revival,Pendulum (40th Anniversary Edition),Have You Ever Seen The Rain,2LawezPeJhN4AWuSB0GtAU,0.741,0.697,0,-7.028,1,0.0277,2.28e-05,0.133,0.774,116.109,160133,4,70
49,Steely Dan,Can't Buy A Thrill,Reelin' In The Years,1I7zHEdDx8Ny5RxzYPqsU2,0.523,0.758,2,-9.81,1,0.0403,0.0,0.0952,0.766,135.437,277267,4,70
50,Neil Young,Harvest (2009 Remaster),Heart of Gold - 2009 Remaster,1Q1b8eVkUPGlpSArl8JAVw,0.541,0.459,4,-10.433,0,0.0297,0.0274,0.099,0.803,171.165,187013,4,70
51,Bill Withers,Just As I Am,Ain't No Sunshine,1k1Bqnv2R0uJXQN4u6LKYt,0.479,0.416,4,-11.451,0,0.124,1.72e-05,0.118,0.514,79.593,125093,4,70
52,Albert Hammond,It Never Rains In Southern California,It Never Rains in Southern California,6tunhVGD8C05MZNjSVIsjw,0.626,0.565,9,-10.027,1,0.0271,0.0,0.0811,0.924,116.61,233507,4,70
53,Elvis Presley,Elvis (Fool),Burning Love,7zMUCLm1TN9o9JlLISztxO,0.66,0.748,2,-11.206,1,0.0284,0.00585,0.283,0.972,143.549,170293,4,70
54,The Doobie Brothers,The Captain And Me,Long Train Runnin',4nXkbcTj3nyww1cHkw5RAP,0.575,0.912,7,-7.275,0,0.0393,0.00211,0.0562,0.843,117.399,207267,4,70
55,Bruce Springsteen,Born To Run,Born to Run,6hTcuIQa0sxrrByu9wTD7s,0.27,0.944,4,-4.199,1,0.0975,2.05e-05,0.116,0.606,146.347,269920,4,70
56,Fleetwood Mac,Rumours,Dreams - 2004 Remaster,5TDZyWDfbQFQJabbPwImVY,0.829,0.487,0,-9.751,1,0.0278,0.00263,0.127,0.776,120.173,257800,4,70
57,Cheap Trick,In Color,I Want You to Want Me,1JkZg3eMQTmTn93E8Yd3UL,0.806,0.462,2,-12.778,1,0.0298,0.0134,0.15,0.736,92.726,191227,4,70
58,The Rolling Stones,Sticky Fingers (Remastered),Wild Horses,52dm9op3rbfAkc1LGXgipW,0.432,0.389,7,-6.517,1,0.0255,0.0107,0.0788,0.158,139.506,341773,4,70
59,ABBA,The Album,Take A Chance On Me,5BckPAYcKEJuYs1eV1BHHe,0.684,0.675,11,-8.123,1,0.0257,0.0,0.242,0.924,107.064,243933,4,70
60,Dolly Parton,Here You Come Again,Here You Come Again,6H7nDglS6xWpRidbhMwI2L,0.529,0.511,1,-9.37,1,0.0418,0.00724,0.0391,0.559,106.491,179491,4,70
61,Yusuf / Cat Stevens,Teaser And The Firecat,Morning Has Broken,3BqqF8suAIzW8655yJfcvh,0.424,0.321,7,-13.162,1,0.0312,0.0196,0.0903,0.405,133.126,200000,3,70
62,Gerry Rafferty,City To City,Right Down the Line,2Xb6wJYGi0QXwURw5WWvI5,0.783,0.322,0,-15.091,1,0.0343,0.00243,0.114,0.77,128.226,267773,4,70
63,Fleetwood Mac,Fleetwood Mac,Landslide,5ihS6UUlyQAfmp48eSkxuQ,0.414,0.161,7,-22.32,0,0.0318,0.000223,0.117,0.423,159.375,199493,4,70
64,Starland Vocal Band,Starland Vocal Band,Afternoon Delight,3TQOqBFEKUEab8CO1pi5A8,0.491,0.439,5,-11.67,1,0.0301,0.0,0.102,0.808,147.062,193040,4,70
65,Seals and Crofts,Seals & Crofts' Greatest Hits,Summer Breeze,01UYpHuzHi4eB9PAbDoPY2,0.49,0.581,5,-6.566,1,0.0388,0.0177,0.0764,0.318,88.718,205480,4,70
66,King Harvest,Dancing In The Moonlight,Dancing In The Moonlight,55GxhCTq6SY3tFTVh7z1nR,0.653,0.719,10,-5.262,1,0.0363,0.0,0.408,0.682,136.153,178046,4,70
67,Boston,Boston,More Than a Feeling,1QEEqeFIZktqIpPI4jSVSF,0.377,0.682,7,-8.039,1,0.0299,0.00217,0.0504,0.288,108.736,285133,4,70
68,Derek & The Dominos,Layla And Other Assorted Love Songs (40th Anniversary / 2010 Remastered),Layla - 40th Anniversary Version / 2010 Remastered,2kkvB3RNRzwjFdGhaUA0tz,0.404,0.902,1,-3.88,1,0.0665,0.297,0.287,0.497,115.669,423840,4,70
69,Captain & Tennille,Greatest Hits,Love Will Keep Us Together,1f4iVGDitHYMVBaoc9GXO2,0.681,0.484,4,-13.67,1,0.0348,0.0,0.121,0.923,129.733,206800,4,70
70,James Taylor,The Essential James Taylor,Your Smiling Face,0z1MCtPlHy0x1g0XojaduR,0.682,0.509,1,-11.887,1,0.0784,5.02e-06,0.0886,0.605,88.934,164920,4,70
71,Bob Dylan,Pat Garrett & Billy The Kid [Soundtrack From The Motion Picture) (Remastered],Knockin' On Heaven's Door,6HSXNV0b4M4cLJ7ljgVVeh,0.513,0.396,7,-13.061,1,0.0299,0.177,0.11,0.229,140.208,149880,4,70
