,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Era
12,Roxette,It Must Have Been Love,"It Must Have Been Love - From the Film ""Pretty Woman""",6kvoHl80mfCVTv7XnZkjQn,0.52,0.652,5,-6.655,1,0.0274,5.49e-05,0.256,0.722,80.609,258787,4,90
13,Faith Hill,The Hits,This Kiss,0TxXEbxn52XsuAhxb6VFZw,0.48,0.832,11,-5.663,1,0.0426,0,0.354,0.648,186.875,194907,4,90
14,Annie Lennox,Diva,Walking on Broken Glass,4CcSw8wQAHYf4XNckayPoc,0.75,0.562,0,-8.45,1,0.0281,1.1e-06,0.105,0.807,115.008,253296,4,90
15,The Cure,Greatest Hits,Friday I'm In Love,1Ab3miDy9TBJskMFlkiB5Z,0.549,0.946,7,-4.265,0,0.0377,0.00207,0.368,0.477,135.959,214360,4,90
16,Mr. Big,Deep Cuts: The Best Of The Ballads,To Be With You,0Yi128S6QgQDnAKg5A0OZw,0.696,0.419,4,-7.289,1,0.0419,0,0.0785,0.487,83.653,208067,4,90
17,Bryan Adams,Waking Up The Neighbours,(Everything I Do) I Do It For You,1Eb90nmqTrxylKFhcUzW8P,0.533,0.36,1,-12.633,1,0.0282,1.03e-05,0.0631,0.299,131.229,393640,4,90
18,Donna Lewis,Now In A Minute,I Love You Always Forever,1PEqh7awkpuepLBSq8ZwqD,0.744,0.453,5,-11.977,1,0.0348,0.421,0.0898,0.122,103.773,239960,4,90
19,Wet Wet Wet,End Of Part One (Their Greatest Hits),"Love Is All Around - From ""Four Weddings And A Funeral""",2DZ0asZUifcas2aTEi3SrZ,0.428,0.542,10,-12.381,1,0.0304,0,0.169,0.566,169.896,237893,4,90
20,Natalie Imbruglia,Glorious: The Singles 97-07,Torn,3APayTEWiUl9Ssep4BOXR2,0.559,0.928,5,-3.04,1,0.0355,5.56e-05,0.696,0.599,96.315,244813,4,90
21,Sixpence None The Richer,Greatest Hits,Kiss Me,4pZ2aqPV39Gw3FuHrWKWnM,0.529,0.741,3,-5.661,1,0.0268,1.23e-06,0.0736,0.455,100.004,205240,4,90
22,Big Mountain,Unity,"Baby, I Love Your Way",2le9fblYnfoLr9dkZIsJUa,0.651,0.747,1,-7.269,0,0.0699,0,0.207,0.776,147.518,249520,4,90
23,Gabrielle,Rise,Out Of Reach,0HKD13PLq2WicViBBhSrOl,0.51,0.48,11,-6.567,1,0.0452,0,0.106,0.496,182.862,196987,4,90
24,Alanis Morissette,Jagged Little Pill,Ironic,4oGTdOClZUxcM2H3UmXlwL,0.295,0.593,11,-7.572,1,0.0555,0,0.236,0.37,85.482,225933,4,90
25,Robbie Williams,Life Thru A Lens,Angels,1M2nd8jNUkkwrc1dgBPTJz,0.429,0.594,4,-6.251,1,0.0277,4.95e-06,0.1,0.236,150.22,265000,4,90
26,Céline Dion,Falling Into You,"Because You Loved Me (Theme from ""Up Close and Personal"")",1NOeZ7ZIVKMebuza26rofd,0.614,0.466,1,-9.881,1,0.0327,0,0.099,0.178,119.916,273667,4,90
27,George Michael,Ladies And Gentlemen... The Best Of George Michael,Don't Let the Sun Go Down on Me,0q90594hk25yo0xZmBTqCd,0.432,0.551,0,-8.096,1,0.0289,1.77e-06,0.472,0.253,136.465,346960,4,90
28,Go West,Indian Summer,The King of Wishful Thinking,4UQLQJu3DNvVkMVglwElU2,0.669,0.868,0,-7.377,1,0.0527,0,0.0991,0.913,107.885,241760,4,90
29,Deep Blue Something,Home,Breakfast At Tiffany's,3GpdNg7Krt9vjc6tgDoKe1,0.624,0.826,2,-5.534,1,0.0287,0,0.0938,0.526,110.368,257187,4,90
30,Boyzone,Where We Belong,No Matter What,5KVPav34JaKkXwBTJHnPgo,0.704,0.417,7,-9.41,1,0.0243,2.13e-06,0.137,0.532,92.726,274267,4,90
31,Spice Girls,Spice,2 Become 1,36AWdhZIGLUTkWpJDhe7va,0.646,0.665,6,-7.878,1,0.0268,1.97e-05,0.238,0.7,143.966,241027,4,90
32,Whitney Houston,I Wish You Love: More From The Bodyguard,I Have Nothing - Film Version,76puoNshqjAAocKl5KbmpQ,0.486,0.448,7,-9.133,1,0.0342,0,0.0852,0.17,152.864,296040,3,90
33,Rod Stewart,If We Fall in Love Tonight,All for Love,4lsEHglVsLzILTDQ3CNESV,0.51,0.44,2,-11.015,1,0.0293,0,0.0994,0.135,74.8,281200,4,90
34,Backstreet Boys,Backstreet's Back,Everybody (Backstreet's Back) - Radio Edit,1di1BEgJYzPvXUuinsYJGP,0.731,0.853,10,-4.219,0,0.0363,0,0.268,0.605,108.016,225360,4,90
35,Crowded House,Woodface,Weather With You,6tXnRSvuNgOq4QcxpIN54r,0.643,0.614,2,-12.878,1,0.0279,7.17e-06,0.214,0.891,93.982,224467,4,90
36,Boyzone,Said And Done,Love Me For A Reason,2GBoo6ufWtMy1s6lqgbjJ8,0.431,0.721,9,-10.123,1,0.0528,0,0.12,0.668,156.12,218133,4,90
37,Hanson,MmmBop : The Collection,MMMBop,1reVP49LT6RsV6kYY9lTZz,0.685,0.948,9,-5.182,1,0.0457,0.00347,0.17,0.628,104.881,267947,4,90
38,George Michael,Listen Without Prejudice / MTV Unplugged (Deluxe),Freedom! '90 - Remastered,3tyTt5pEWblt96j1HsXiV5,0.677,0.852,5,-10.856,1,0.045,3.95e-05,0.0595,0.93,91.691,390862,4,90
39,Savage Garden,Savage Garden,Truly Madly Deeply,013AWvizllIUEC2FOBzOnh,0.555,0.698,0,-8.874,1,0.0287,0,0.0851,0.816,168.12,277267,4,90
40,U2,The Best Of 1980 - 1990,Sweetest Thing - The Single Mix,4AOuWMwBYlZ96c07ye2w27,0.534,0.605,0,-7.096,1,0.0352,4.35e-05,0.198,0.558,142.24,183160,4,90
41,The Goo Goo Dolls,Dizzy up the Girl,Iris,6Qyc6fS4DsZjB2mRW9DsQs,0.315,0.715,11,-8.072,0,0.0362,7.97e-06,0.0942,0.497,155.925,289533,3,90
42,Sinéad O'Connor,I Do Not Want What I Haven't Got,Nothing Compares 2 U,3nvuPQTw2zuFAVuLsC9IYQ,0.511,0.574,5,-7.016,1,0.0273,2.33e-05,0.105,0.161,119.917,280040,4,90
43,Mariah Carey,#1 to Infinity,"I'll Be There (feat. Trey Lorenz) - Live at MTV Unplugged, Kaufman Astoria Studios, New York - March 1992",2fXNIyzcOjc5Otknzsfi2O,0.216,0.544,5,-8.132,1,0.0431,0,0.882,0.301,75.017,264240,4,90
44,Various Artists,Aladdin (Original Motion Picture Soundtrack),A Whole New World (Aladdin's Theme),7fLkHVJAJLENmSvhrEHZxV,0.538,0.189,2,-17.13,1,0.0344,0,0.174,0.161,107.829,250400,4,90
45,The Beautiful South,Blue Is The Colour,Rotterdam (Or Anywhere),7BZLNqU7zChzcnSo6ETJ5l,0.724,0.585,0,-7.68,1,0.0312,2.38e-06,0.139,0.525,108.114,215893,4,90
46,Spice Girls,Spice,Wannabe,1Je1IMUlBXcx1Fz0WE7oPT,0.768,0.864,11,-6.145,1,0.0324,0,0.162,0.891,110.008,173027,4,90
47,Robbie Williams,I've Been Expecting You,She's The One,4lO57zZGFcj7vSY4QhfVDq,0.243,0.609,10,-8.451,1,0.0323,1.13e-05,0.221,0.333,166.668,258027,4,90
48,Amy Grant,Heart In Motion,"Baby, Baby",3IDsegNBHC4pjGCOMTQYlU,0.702,0.901,1,-4.45,1,0.0264,0.00153,0.0368,0.919,97.862,236973,4,90
49,Hootie & The Blowfish,Cracked Rear View,Only Wanna Be with You,1OFKUn2VLafrHj7ybnap0Q,0.49,0.873,6,-5.861,1,0.0355,5.19e-06,0.118,0.513,103.272,229587,4,90
50,Maria McKee,Ultimate Collection: Maria McKee,"Show Me Heaven - From ""Days Of Thunder""",7vOhmiURT3Bv8iFeNxw7Oh,0.561,0.365,8,-10.431,1,0.0284,0.0018,0.454,0.375,80.428,224707,4,90
51,All-4-One,All-4-One,I Swear,4WUnM4KNZ0kjp0CUeoyOnS,0.532,0.407,6,-9.658,0,0.0233,0,0.117,0.23,83.207,259853,4,90
52,Elton John,Diamonds (Deluxe),Circle Of Life - Remastered,1t055EdeL1r5DfORFy0UXX,0.27,0.612,10,-6.101,1,0.0336,0.205,0.119,0.116,160.417,293269,4,90
53,Lighthouse Family,Postcards From Heaven,High,7zB3ZhA5v33pA4rCdKKGqq,0.664,0.622,10,-8.505,1,0.0253,0.0738,0.112,0.614,102.342,310333,4,90
54,*NSYNC,No Strings Attached,Bye Bye Bye,4r8lRYnoOGdEi6YyI5OC1o,0.614,0.928,8,-4.806,0,0.0516,0.00104,0.0845,0.879,172.656,200560,4,90
55,The Corrs,Talk On Corners,What Can I Do,4rvT5iZVOCJeXZrDvy6JFK,0.631,0.516,9,-7.514,1,0.035,0,0.0974,0.688,78.0,259467,4,90
56,Roxette,Joyride (2009 Version),Fading Like A Flower (Every Time You Leave),6aXY8SXfIcDU1FTNqo5fHz,0.609,0.668,0,-5.738,1,0.026,0,0.219,0.319,105.419,230680,4,90
57,Robbie Williams,Life Thru A Lens,Let Me Entertain You,0SLtqCrXBRrnkxSOMA3X4W,0.478,0.965,10,-5.022,1,0.0642,0.00251,0.0854,0.347,125.152,262000,4,90
58,Backstreet Boys,The New Best Of (All Hits & Remixes) 2016,Quit Playing Games (With My Heart),10TwZnDyL3tfpwBV85Wevs,0.799,0.841,11,-4.384,0,0.0341,2.05e-06,0.186,0.935,100.041,233107,4,90
59,Mariah Carey,Daydream,Always Be My Baby,2aBxt229cbLDOvtL7Xbb9x,0.649,0.531,4,-8.335,1,0.0363,0,0.249,0.488,78.946,258133,4,90
60,Take That,Everything Changes,Relight My Fire (feat. Lulu),1EflNuGtIko1YjBAmbZAQr,0.653,0.943,9,-7.315,1,0.0515,0,0.0989,0.925,122.586,251760,4,90
61,UB40,Promises And Lies,(I Can't Help) Falling In Love With You,7ojJ4XvqBhBcteM0zjMebT,0.642,0.722,2,-13.031,1,0.0375,0.00388,0.122,0.836,172.406,207440,4,90
62,All Saints,All Saints,Never Ever,7ziHnshbknkpFLDW5yGBjO,0.738,0.541,1,-5.485,1,0.0311,0,0.0492,0.309,134.187,387573,4,90
63,Lonestar,16 Biggest Hits,Amazed,5oQx6XZyrOOkGbme8DA9GO,0.56,0.541,1,-7.97,1,0.0288,0,0.118,0.278,139.76,240000,4,90
64,Various Artists,Armageddon - The Album,"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",225xvV8r1yKMHErSWivnow,0.383,0.662,2,-5.162,1,0.0333,0,0.248,0.138,121.154,298760,4,90
65,Oasis,(What's the Story) Morning Glory,Don't Look Back in Anger,698mT3CTx8JEnp7twwJrGG,0.349,0.912,0,-3.603,1,0.0692,8.03e-06,0.12,0.224,164.001,287827,4,90
66,Bon Jovi,Keep The Faith,Bed Of Roses,1zng9uqqXoPkmU05nsAlsw,0.309,0.596,5,-5.599,1,0.0293,0,0.21,0.161,164.587,394400,3,90
67,Meat Loaf,Bat Out Of Hell II: Back Into Hell,I'd Do Anything For Love (But I Won't Do That) - Single Edit,391CwgcBxvUHmEKda2b5In,0.419,0.672,2,-6.353,1,0.092,0,0.412,0.304,105.212,316467,4,90
68,Janet Jackson,The Velvet Rope,Together Again,1GrikfH0jDejDvrxo84n4P,0.873,0.591,7,-8.942,1,0.102,0.0071,0.104,0.496,123.091,301200,4,90
69,Simply Red,Stars Collectors Edition,Stars,75CgD6l7K4qMzZrn4CbZqz,0.716,0.818,7,-7.456,1,0.0256,0.000806,0.236,0.817,103.668,248600,4,90
70,Cher,Love Hurts (UK Mid Price),The Shoop Shoop Song (It's In His Kiss),1F93GMRPvmWpVP970SzjpH,0.678,0.61,0,-10.509,1,0.0306,0,0.397,0.919,117.04,170000,4,90
71,Lionel Richie,Back To Front,Endless Love,5iwyLsQ5yjnCaRrJGyAPZM,0.483,0.268,10,-11.809,1,0.0257,0.0163,0.145,0.182,93.47,266800,4,90
72,Mariah Carey,Music Box,Hero,4FCb4CUbFCMNRkI6lYc1zI,0.501,0.378,4,-9.37,1,0.029,0,0.119,0.178,119.987,257733,4,90
73,Britney Spears,...Baby One More Time (Digital Deluxe Version),Sometimes,1UI0l2L66HJ9AtoEOlHzv4,0.745,0.742,10,-5.693,1,0.0259,0,0.102,0.806,95.996,245067,4,90
74,Gabrielle,Find Your Way,Dreams,4rV3AYCf4BBBCkIpyLPwUP,0.751,0.467,9,-13.652,1,0.036,0,0.217,0.568,98.783,222773,4,90
75,Savage Garden,Truly Madly Completely - The Best of Savage Garden,I Knew I Loved You,68K0qD0VDqdm0eWXsGqnvM,0.556,0.517,9,-8.769,1,0.0287,0.00115,0.077,0.779,169.938,251253,4,90
76,S Club 7,S Club,Bring It All Back,3v0uXfyMEZ1lGvBOv1Y4ar,0.679,0.903,4,-4.914,1,0.0463,0,0.372,0.872,108.114,213600,4,90
77,Take That,Take That Greatest Hits,How Deep Is Your Love,7pUARNBq1Puwna5LrAhosi,0.786,0.376,4,-14.285,1,0.0273,0.000611,0.186,0.437,99.992,221000,4,90
78,Roxette,Joyride (2009 Version),Joyride,7CBy5lwwNECPDjsksQrxxB,0.631,0.77,2,-5.315,1,0.0267,0,0.481,0.734,102.348,263093,4,90
79,Extreme,Extreme II - Pornograffitti,More Than Words,1gVgkQFOKa8Wc1HYsJtPdH,0.626,0.134,6,-14.898,1,0.0298,0,0.113,0.239,91.893,334107,4,90
80,Robbie Williams,I've Been Expecting You,Strong,5IvhE3L0nR3dxrrmRLHdpp,0.383,0.864,3,-6.594,1,0.0564,0,0.204,0.604,172.456,279293,4,90
81,Tal Bachman,Tal Bachman,She's so High,7mnGQesk1TzQLzQ9bYWZPR,0.537,0.84,9,-4.626,1,0.0363,2.15e-06,0.0998,0.211,124.269,224693,4,90
82,Oasis,Stop The Clocks,Wonderwall,2CT3r93YuSHtm57mjxvjhH,0.409,0.892,2,-4.373,1,0.0336,0,0.207,0.651,174.426,258613,4,90
83,Céline Dion,The Colour Of My Love,The Power of Love,5kK1Iru9ogP3Iy1zsANU1n,0.546,0.519,8,-9.072,1,0.0291,0.00046,0.24,0.247,140.054,342400,4,90
84,Mike & The Mechanics,Beggar On a Beach of Gold,Over My Shoulder,0U9TKK9GYryei6Vn45TEdH,0.631,0.826,5,-7.856,0,0.0322,0,0.0648,0.82,92.353,217200,4,90
85,Britney Spears,...Baby One More Time (Digital Deluxe Version),...Baby One More Time,3MjUtNVVq3C8Fn0MP3zhXa,0.759,0.699,0,-5.745,0,0.0307,0.000131,0.443,0.907,92.96,211067,4,90
86,M People,The Best Of M People,Moving on Up,6vGW3d8X48CBaLdU0PQbey,0.899,0.857,0,-6.128,0,0.037,0.0299,0.112,0.961,125.073,215533,4,90
87,TLC,Fanmail,No Scrubs,1KGi9sZVMeszgZOWivFpxs,0.743,0.675,8,-4.267,0,0.0953,0.000717,0.0685,0.59,92.909,214400,4,90
88,Michael Jackson,Dangerous,Heal the World,7woW97CfcWaKtuC6W5BP2K,0.534,0.485,9,-8.045,1,0.0467,1.79e-06,0.104,0.102,80.923,384307,4,90
89,New Radicals,Maybe You've Been Brainwashed Too,You Get What You Give,1Cwsd5xI8CajJz795oy4XF,0.621,0.901,2,-5.396,1,0.0302,0,0.0875,0.744,113.967,300773,4,90
90,Christina Aguilera,Christina Aguilera (Expanded Edition),Come on over Baby (All I Want Is You) - Radio Version,7A0apkTSTvMbSI7yplcmlh,0.829,0.915,8,-3.205,1,0.106,1.25e-05,0.246,0.779,118.903,203333,4,90
91,B*Witched,C'est la Vie: The Collection,C'est La Vie,0P6CPJrNJ1Zt755CQTWg3S,0.705,0.936,7,-5.109,1,0.0306,0.000124,0.0506,0.939,109.004,173693,4,90
92,Shanice,Inner Child,I Love Your Smile,69mFxANpGyq9s69LqH3d9G,0.722,0.842,5,-8.745,0,0.126,8.45e-06,0.178,0.751,93.954,257973,4,90
93,Whitney Houston,My Love Is Your Love,When You Believe (with Mariah Carey),0JN7vUgUolHGHFrOR8xk7S,0.436,0.39,1,-9.62,0,0.0326,0,0.12,0.119,125.313,272893,4,90
94,The Cranberries,"Everybody Else Is Doing It, So Why Can't We?",Linger,0gEyKnHvgkrkBM6fbeHdwK,0.439,0.434,7,-14.918,1,0.0265,4.87e-05,0.14,0.204,94.845,274707,4,90
95,TLC,Crazysexycool,Waterfalls,6qspW4YKycviDFjHBOaqUY,0.77,0.505,1,-7.345,1,0.0828,7.4e-05,0.0777,0.757,171.798,279507,4,90
96,Bryan Adams,The Best Of Me,Please Forgive Me,7fpBtc7p3hFrEbDVc32ltY,0.565,0.427,9,-8.273,1,0.0266,2.39e-06,0.102,0.15,67.007,353467,3,90
97,Boyz II Men,Cooleyhighharmony (Bonus Tracks Version),End Of The Road,3l3xTXsUXeWlkPqzMs7mPD,0.64,0.427,5,-9.29,0,0.0241,0,0.0579,0.529,149.703,351467,3,90
98,East 17,Steam,Stay Another Day,4wYCe9tSmUolNU4WmJKbZy,0.524,0.489,2,-7.828,1,0.0274,0.000624,0.186,0.443,127.768,267133,4,90
99,Peter Andre,The Long Road Back,Mysterious Girl - Radio Edit,3GCpEbJzknVdpvx9WI03x3,0.655,0.822,8,-5.755,1,0.211,0,0.298,0.859,171.983,217107,4,90
